BarnName,Index,DHIID,RFID,Lact#,DIM,Merit$,DateDue,Repr,PTAM,PTAFat,PTAPro,LctAvSCCS,SireCode,MGSCode,DamName,DamPTAM,DamPTAF,DamPTAP,DamMerit$,SireMerit$
6980,6980,47VCP1796,,1,58,,,,,,,3.2,1HO6939,,2599,,,,,
6981,6981,47VCP1733,,1,89,,10-18,,,,,0.1,14HO3801,,5098,,,,,
6982,6982,47VCP1745,,1,86,,,,,,,2.9,1HO7840,11HO5183,5125,560,1,19,205,
6983,6983,47VCP1764,,1,80,,,,,,,0.1,1HO6721,14HO3751,5651,1399,25,43,187,
6985,6985,47VCP1720,,1,84,,,,,,,0.4,1HO7690,14HO4496,5068,168,-8,1,-107,
6986,6986,47VCP1771,,1,58,,,,,,,5.3,1HO7767,,2882,,,,,
6989,6989,47VCP1729,,1,69,,,,,,,0.6,501HO6987,29HO10241,5714,309,33,18,369,
6990,6990,47VCP1737,,1,78,,,,,,,0.1,7HO6168,,5055,,,,,
6991,6991,47VCP1719,,1,93,,10-3,,,,,,1HO7336,14HO3367,2597,224,33,21,298,
6992,6992,47VCP1762,,1,65,,,,,,,0.4,1HO7336,11HO4662,2488,1143,50,38,276,
6995,6995,47VCP1717,,1,85,,,H,,,,2.2,501HO7169,29HO10302,5729,842,11,14,154,
6996,6996,47VCP1735,,1,60,,,,,,,1.3,1HO9446,,4335,,,,,
6997,6997,47VCP1751,,1,35,,,,,,,2.8,1HO9448,7HO6417,2567,711,29,22,308,
7000,7000,47VCP1721,,1,85,,,,,,,6.2,1HO9446,,4425,,,,,
7002,7002,47VCP1739,,1,65,,,,,,,0.1,14HO3801,1HO5702,2838,251,11,-4,20,
7003,7003,47VCP1765,,1,31,,,,,,,3.2,501HO7467,29HO10728,5669,572,-6,14,-12,
7009,7009,47VCP1726,,1,41,,,,,,,3.7,501HO6987,1HO6671,5702,177,8,7,64,
7013,7013,47VCP1754,,1,51,,,,,,,,507HO7466,11HO5183,5609,-13,-24,1,-98,
7016,7016,47VCP1759,,1,42,,,,,,,0.9,7HO7482,1HO5588,5672,-17,-21,-10,-172,
7018,7018,47VCP1724,,1,69,,,,,,,0.1,1HO6827,7HO6417,2825,-428,-2,-3,170,
7019,7019,47VCP1727,,1,38,,,,,,,0.8,1HO2406,7HO6417,2968,463,31,21,362,
7021,7021,47VCP1797,,1,63,,,,,,,3.1,1HO9372,,2384,,,,,
7025,7025,47VCP1753,,1,23,,,,,,,6.6,501HO7290,,5707,,,,,
7026,7026,47VCP1728,,1,33,,,,,,,3.3,507HO7466,,5728,,,,,
7030,7030,47VCP1725,,1,63,,,,,,,2.6,1HO6987,,4470,,,,,
7033,7033,47VCP2070,,1,69,,,,,,,0.1,501HO7169,1HO6802,5779,-167,-22,-18,-25,
7034,7034,47VCP2019,,1,69,,,,,,,2.2,507HO7466,11HO7130,5719,111,19,16,204,
7036,7036,47VCP2055,,1,28,,,,,,,5.8,501HO7169,7HO6695,5773,-478,16,-14,-114,
7038,7038,47VCP2086,,1,32,,,,,,,2.6,507HO7466,29HO10728,5760,294,5,12,158,
7041,7041,47VCP2090,,1,37,,,,,,,4,1HO7169,1HO2406,5180,-21,0,7,45,
7049,7049,47VCP2013,,1,25,,,,,,,3.3,1HO6987,1HO5588,2685,1220,2,19,69,
7053,7053,47VCP2032,,1,54,,,,,,,,1HO9397,7HO6247,2231,-832,-35,-28,-264,
7061,7061,47VCP2069,,1,33,,,,,,,3.3,507HO6168,11HO7319,5738,,,,,
7067,7067,47VCP2065,,1,25,,,,,,,,1HO6943,11HO5534,4463,62,-12,2,6,
7071,7071,47VCP2052,,1,29,,,,,,,5.6,1HO7290,7HO6349,5045,-252,22,6,94,
7073,7073,47VCP2036,,1,51,,,,,,,2.3,29HO11396,14HO3367,2896,471,30,26,221,
7074,7074,47VCP2087,,1,54,,,,,,,6.3,507HO6168,29HO10483,5758,,,,,
7083,7083,47VCP2029,,1,36,,,,,,,2.7,1HO9444,14HO4246,2493,218,19,7,59,
7090,7090,47VCP2054,,1,57,,,,,,,,7HO6168,,2221,,,,,
7095,7095,47VCP2026,,1,23,,,,,,,,507HO6168,94JE3083,5812,1931,50,41,372,
7096,7096,47VCP2028,,1,45,,,,,,,0.6,1HO7169,,4191,,,,,
7097,7097,47VCP2049,,1,24,,,,,,,,501HO6987,1HO2406,5688,459,5,18,70,
7098,7098,47VCP2051,,1,29,,,,,,,,501HO7290,29HO10493,5782,-261,10,8,161,
7125,7125,47VCP2042,,1,38,,,,,,,0.5,507HO6168,,5828,,,,,
7270,7270,47VCP2303,,1,23,,,,,,,,1HO4986,9HO2575,2801,507,-26,13,199,
10000,10000,53689940,,1,,,,,,,,,,,,,,,,
